fuel_price,temperature,available_bikes,holiday,day_of_week,weather,demand_score,rental_price
111.95,28.8,72,0,4,Sunny,59.34,173.69
111.28,36.0,39,0,1,Cloudy,59.21,215.62
96.01,29.2,27,0,1,Rainy,15.8,151.16
96.33,23.0,83,0,1,Sunny,32.59,143.64
110.65,34.5,17,0,2,Sunny,72.13,230.49
96.59,23.7,82,0,4,Sunny,31.71,147.04
103.16,34.8,18,0,5,Sunny,76.17,244.59
113.46,29.6,41,0,4,Sunny,64.77,210.81
113.52,29.1,9,0,4,Rainy,40.73,185.98
103.6,37.0,26,0,4,Rainy,24.61,143.43
113.77,34.2,32,0,1,Cloudy,64.3,226.37
115.16,20.7,8,0,6,Cloudy,82.08,263.57
109.64,25.9,54,0,6,Sunny,67.88,209.54
96.85,37.4,33,0,6,Cloudy,42.0,203.14
98.22,20.4,41,0,6,Sunny,53.72,196.95
99.45,30.9,39,0,1,Sunny,44.77,186.5
93.5,34.6,24,0,2,Sunny,40.82,198.91
98.19,32.4,39,0,6,Cloudy,49.18,199.44
96.29,35.2,88,0,1,Sunny,22.0,135.87
103.66,34.5,6,0,5,Sunny,69.63,241.76
117.25,33.8,62,0,4,Cloudy,57.91,206.62
93.13,36.4,22,0,4,Cloudy,33.74,178.65
111.61,32.9,98,1,6,Sunny,86.12,248.97
110.62,28.0,60,0,0,Sunny,62.0,213.36
92.87,29.4,68,0,1,Rainy,0.0,84.82
117.68,34.3,97,0,0,Sunny,57.99,203.47
107.05,37.5,56,0,4,Cloudy,48.16,165.61
100.91,25.4,26,0,1,Sunny,60.69,214.32
112.7,26.8,97,0,6,Cloudy,51.56,174.76
97.72,38.6,64,0,4,Cloudy,31.23,151.54
110.81,31.6,14,1,0,Rainy,53.89,226.07
91.19,23.6,88,0,6,Sunny,36.48,152.39
115.18,33.3,84,0,0,Sunny,62.92,189.52
103.45,39.8,10,0,3,Rainy,25.8,173.16
109.1,36.5,85,0,6,Sunny,58.39,186.57
96.64,34.9,10,0,3,Rainy,14.66,157.6
110.31,24.2,90,0,1,Cloudy,33.7,138.23
113.17,37.5,86,1,1,Sunny,68.58,219.19
104.2,30.5,100,0,6,Rainy,22.33,120.29
108.53,37.8,32,0,1,Sunny,65.86,234.79
103.69,26.6,46,0,1,Cloudy,38.14,170.95
116.82,21.2,78,0,1,Cloudy,46.91,168.15
104.94,29.5,45,0,1,Cloudy,39.33,167.09
115.25,25.4,67,0,5,Cloudy,64.18,210.92
114.04,34.3,26,0,1,Cloudy,69.02,221.06
102.32,39.1,96,0,0,Cloudy,24.12,122.89
96.9,33.8,83,1,0,Sunny,61.11,206.57
102.18,37.7,33,0,0,Cloudy,43.17,201.21
114.79,29.1,75,0,5,Sunny,71.8,211.46
96.83,35.4,38,0,4,Sunny,48.48,194.77
105.73,36.9,100,0,6,Sunny,45.25,157.72
114.18,34.2,6,0,6,Sunny,95.42,284.9
100.6,30.2,30,0,2,Rainy,10.85,129.48
109.27,32.5,79,0,4,Cloudy,29.29,127.49
97.37,34.0,93,0,1,Rainy,0.0,86.2
93.28,25.1,23,0,2,Sunny,47.19,203.17
113.83,36.2,24,0,0,Cloudy,64.62,232.76
92.97,39.0,37,0,0,Sunny,38.82,171.28
98.14,29.3,85,0,3,Sunny,18.72,127.54
115.65,34.0,98,0,1,Rainy,18.31,100.27
100.39,34.7,86,0,1,Sunny,34.07,143.72
119.19,33.2,100,0,3,Sunny,61.89,177.05
119.39,30.9,8,0,4,Sunny,81.4,266.05
98.05,37.6,36,0,3,Cloudy,40.42,189.93
91.23,29.0,23,1,5,Cloudy,62.4,239.59
111.15,21.2,7,0,1,Sunny,73.13,245.77
103.53,36.9,96,0,5,Sunny,54.13,170.26
93.02,33.5,65,0,5,Sunny,39.09,159.82
111.23,37.0,42,1,5,Sunny,100.0,287.33
90.94,22.8,10,0,0,Rainy,1.63,125.11
116.11,20.6,60,1,3,Rainy,54.43,220.45
94.16,38.7,44,0,2,Rainy,1.86,101.88
93.82,23.0,85,0,0,Rainy,0.0,97.94
95.27,36.2,73,0,4,Rainy,0.0,88.47
118.81,36.5,87,0,0,Rainy,24.16,127.56
110.8,34.2,46,0,4,Rainy,26.34,151.5
114.04,22.6,90,0,0,Rainy,26.8,114.68
101.93,33.3,92,0,1,Sunny,35.11,145.84
100.09,37.8,78,0,6,Sunny,48.47,153.79
97.03,28.5,6,0,5,Cloudy,62.92,236.93
104.42,28.3,32,0,6,Cloudy,59.5,217.41
106.55,28.9,21,0,4,Cloudy,58.69,207.87
108.95,21.6,74,0,4,Cloudy,42.54,165.08
97.71,37.8,73,0,3,Cloudy,20.17,122.47
118.46,37.4,43,0,0,Sunny,79.48,245.33
95.09,40.0,11,0,4,Sunny,52.34,212.57
118.97,31.7,36,0,4,Rainy,47.13,187.13
90.45,35.0,8,1,0,Cloudy,52.36,225.85
104.43,24.1,25,0,0,Sunny,62.16,231.31
100.0,33.4,36,0,2,Rainy,23.8,147.94
103.47,33.0,86,0,3,Sunny,40.27,154.08
107.12,38.0,18,0,4,Sunny,63.29,235.11
103.07,36.6,74,0,0,Sunny,50.12,196.38
102.45,38.8,79,1,4,Rainy,28.3,144.9
111.98,37.4,50,1,2,Cloudy,70.72,223.68
110.58,37.4,24,0,2,Sunny,77.34,245.04
115.0,21.3,97,0,4,Rainy,12.38,103.6
97.5,36.9,62,1,3,Rainy,25.29,161.63
108.29,32.1,84,0,1,Cloudy,42.96,152.76
107.56,27.6,52,0,6,Rainy,41.09,172.62
101.09,21.1,11,0,4,Cloudy,43.84,198.56
104.58,33.6,44,0,2,Cloudy,37.47,164.3
99.41,26.6,63,1,3,Sunny,61.37,226.24
94.26,29.4,40,0,5,Sunny,57.91,218.54
96.41,33.6,48,0,0,Sunny,34.83,166.45
93.17,38.2,35,0,6,Rainy,20.76,141.5
110.49,36.5,46,0,5,Sunny,69.65,235.02
109.82,29.0,48,1,3,Sunny,85.64,269.26
118.52,27.8,47,0,3,Sunny,70.82,225.48
111.89,24.8,47,0,6,Sunny,77.92,249.52
91.56,27.4,51,0,6,Sunny,51.36,194.91
116.53,22.2,10,0,4,Rainy,50.65,197.88
115.88,39.4,97,0,3,Rainy,22.09,108.32
103.3,31.5,95,0,0,Rainy,6.6,80.0
107.58,22.6,70,1,6,Cloudy,77.41,247.59
119.28,27.1,90,1,5,Rainy,69.16,208.87
105.97,30.9,13,0,4,Sunny,56.5,225.22
117.16,30.7,15,1,2,Cloudy,90.94,308.57
92.49,20.7,84,1,6,Sunny,58.03,203.8
95.73,39.0,81,0,0,Rainy,0.0,81.15
103.22,25.5,22,0,4,Sunny,60.72,217.35
107.54,20.3,29,1,6,Cloudy,88.68,277.68
114.49,21.5,78,0,4,Cloudy,52.45,172.2
119.65,31.6,62,0,6,Cloudy,69.95,210.76
101.67,22.8,34,0,1,Sunny,63.76,216.33
91.42,20.8,5,0,0,Cloudy,33.68,187.38
114.04,27.6,67,1,3,Cloudy,72.39,227.63
108.13,32.5,83,0,0,Sunny,46.27,164.98
95.96,22.2,33,1,6,Cloudy,69.44,247.25
104.84,26.3,70,0,0,Rainy,8.59,111.28
112.27,28.4,79,0,1,Rainy,20.73,107.38
113.11,23.2,57,0,6,Sunny,80.47,227.56
104.99,30.1,23,0,3,Sunny,48.57,197.85
99.16,21.7,70,0,5,Sunny,51.09,173.05
119.21,20.9,88,0,1,Cloudy,50.59,178.89
109.9,30.4,56,0,1,Rainy,34.66,155.67
102.25,25.0,35,0,1,Rainy,22.17,161.79
98.41,21.9,64,0,6,Rainy,25.92,135.75
111.93,28.5,72,0,0,Cloudy,49.09,179.83
97.27,38.3,97,0,5,Cloudy,32.21,129.14
95.15,34.5,34,0,1,Sunny,44.35,191.73
105.9,36.3,17,0,2,Sunny,69.36,245.42
98.7,37.4,19,0,3,Rainy,26.1,169.58
108.87,39.5,24,0,5,Cloudy,72.61,242.63
93.54,35.3,38,0,3,Sunny,35.79,180.59
109.65,32.2,96,0,5,Sunny,65.3,196.93
98.5,27.3,24,0,1,Sunny,46.28,191.16
90.01,23.6,54,0,5,Cloudy,35.76,157.29
93.81,33.7,93,0,0,Rainy,0.0,84.33
118.01,39.9,31,1,5,Sunny,100.0,309.61
116.02,29.3,34,1,6,Sunny,100.0,289.02
97.01,34.5,60,0,4,Cloudy,25.24,146.44
113.35,29.9,88,0,6,Sunny,67.04,189.79
108.26,28.6,69,0,4,Sunny,46.42,169.11
119.13,28.2,59,0,0,Sunny,69.06,223.73
101.21,30.1,28,0,1,Sunny,46.15,187.29
110.44,27.3,29,0,1,Cloudy,59.92,230.08
91.91,35.0,57,0,2,Rainy,0.0,101.37
101.89,37.5,80,0,4,Cloudy,30.16,129.84
118.91,37.7,15,0,4,Cloudy,71.94,252.24
106.17,24.6,98,0,3,Sunny,38.59,134.91
98.64,37.9,64,1,1,Cloudy,44.61,183.33
93.61,26.8,81,1,0,Cloudy,38.64,171.07
111.11,26.2,51,1,1,Sunny,74.57,249.4
109.35,34.5,29,0,1,Cloudy,55.74,210.14
101.22,26.1,29,0,2,Sunny,49.96,197.67
118.53,21.1,21,0,5,Cloudy,95.28,276.74
90.67,27.5,16,0,5,Cloudy,48.83,206.36
99.11,34.4,56,0,0,Cloudy,31.87,160.79
117.63,26.5,15,1,2,Rainy,61.42,254.57
99.63,32.6,14,1,2,Rainy,33.42,184.52
97.57,33.2,85,0,2,Rainy,0.0,89.27
106.03,34.7,64,0,5,Rainy,38.83,169.02
114.71,37.9,58,0,2,Sunny,66.72,212.28
93.09,28.7,84,0,1,Sunny,25.32,134.34
118.29,23.3,67,1,5,Sunny,100.0,274.97
113.85,26.4,24,0,5,Sunny,89.09,275.42
95.44,28.6,9,0,3,Sunny,51.47,211.46
111.36,34.3,45,0,1,Rainy,25.11,151.25
101.55,20.3,67,0,2,Cloudy,27.36,144.92
102.07,26.3,60,0,2,Cloudy,35.65,154.94
113.5,35.6,36,1,3,Sunny,96.92,291.37
118.88,33.4,31,0,4,Cloudy,72.91,239.71
93.8,34.6,72,0,6,Rainy,2.93,85.56
102.62,36.2,52,0,0,Sunny,47.05,180.74
104.43,35.7,11,0,2,Rainy,31.99,172.44
101.29,33.6,50,0,6,Sunny,69.52,216.12
100.9,28.8,82,0,2,Rainy,10.7,96.83
91.57,39.7,92,0,1,Sunny,18.7,110.59
110.57,31.4,22,1,2,Cloudy,83.37,274.51
103.09,24.1,42,0,2,Rainy,18.28,126.95
95.84,25.9,69,0,0,Cloudy,22.47,140.54
114.48,33.9,21,1,6,Cloudy,100.0,309.41
114.08,38.5,94,1,1,Cloudy,63.29,201.24
104.59,23.6,90,0,6,Sunny,60.76,179.62
98.95,21.6,86,0,4,Sunny,25.61,126.39
109.14,37.6,42,0,2,Sunny,63.45,216.03
98.64,38.3,96,0,2,Sunny,36.86,134.71
97.08,25.5,89,0,4,Rainy,1.08,80.0
111.92,27.5,67,0,3,Rainy,25.62,143.74
91.21,33.2,98,0,6,Sunny,28.63,124.94
92.84,26.6,46,0,4,Rainy,4.35,116.91
90.2,37.5,12,0,4,Sunny,48.33,205.89
94.59,22.2,34,0,1,Sunny,39.11,184.41
92.07,20.8,68,0,5,Cloudy,34.49,158.83
119.87,24.2,13,0,4,Sunny,84.88,275.03
98.66,25.7,61,0,1,Sunny,36.63,169.89
94.48,22.3,63,0,5,Cloudy,36.24,159.54
97.23,21.3,97,1,4,Rainy,12.39,96.84
118.08,35.1,99,0,6,Cloudy,57.83,168.92
105.6,23.3,71,0,2,Sunny,41.7,159.33
100.94,38.3,79,0,2,Sunny,33.27,151.32
116.2,27.4,9,0,5,Cloudy,88.24,276.14
101.85,33.4,99,0,3,Cloudy,15.75,105.48
100.05,24.5,88,0,5,Rainy,2.59,89.95
96.22,24.8,8,0,6,Rainy,38.79,192.14
101.33,31.5,12,0,4,Rainy,18.33,133.67
99.5,31.2,46,0,0,Cloudy,34.48,154.57
110.32,35.4,39,0,4,Sunny,68.39,242.73
98.69,35.2,17,0,5,Cloudy,50.74,210.44
107.32,33.4,9,1,6,Cloudy,86.08,263.84
91.98,29.0,44,0,0,Sunny,31.6,160.44
95.74,37.8,23,0,6,Cloudy,56.51,229.65
102.22,32.5,86,0,6,Sunny,52.43,178.56
118.11,39.8,8,0,5,Rainy,64.72,237.86
101.32,36.4,63,1,4,Sunny,61.6,199.75
109.92,20.9,22,1,1,Rainy,56.09,222.8
97.65,26.4,28,0,2,Sunny,55.24,197.28
93.81,31.4,97,0,6,Cloudy,41.54,141.49
91.76,34.4,35,0,6,Sunny,51.39,188.4
99.16,31.0,62,0,0,Cloudy,37.77,175.91
94.73,35.7,32,1,0,Sunny,67.49,246.31
95.22,25.7,13,0,4,Sunny,50.27,220.19
112.82,23.7,49,0,2,Sunny,53.48,186.18
90.48,21.1,94,0,6,Cloudy,20.62,116.65
106.73,31.5,53,0,3,Rainy,17.51,121.95
101.38,33.8,6,0,0,Cloudy,52.07,208.52
105.2,26.5,10,0,2,Sunny,63.81,238.61
106.88,32.3,33,0,2,Sunny,57.61,213.63
99.4,21.0,30,0,6,Rainy,40.25,184.74
98.85,22.0,32,0,0,Cloudy,45.22,180.35
112.0,34.0,11,0,1,Sunny,64.59,236.78
116.14,27.4,38,0,5,Sunny,86.4,264.31
95.78,33.4,60,0,1,Cloudy,28.82,141.48
92.93,36.6,14,0,4,Sunny,51.85,209.15
116.93,37.1,61,0,6,Cloudy,70.0,207.34
100.5,23.4,51,0,5,Cloudy,49.37,171.12
106.54,29.7,90,0,5,Sunny,58.28,200.98
100.79,34.7,31,0,4,Cloudy,45.19,192.48
93.77,35.5,43,0,2,Rainy,0.0,100.63
107.68,35.7,26,0,6,Sunny,68.64,241.94
105.75,24.6,23,0,0,Sunny,68.0,228.95
96.09,23.9,13,1,1,Cloudy,55.28,228.89
103.56,31.8,23,1,2,Sunny,89.05,292.64
113.91,34.8,6,1,6,Rainy,74.74,257.72
107.71,26.4,96,0,1,Rainy,6.84,85.38
92.91,22.1,65,0,0,Rainy,0.0,81.45
106.44,34.3,63,0,1,Sunny,40.1,172.36
111.08,26.0,90,1,3,Cloudy,73.95,224.74
113.78,23.3,74,1,6,Rainy,56.5,209.07
108.87,23.0,75,0,4,Sunny,46.62,178.15
94.58,26.3,74,0,5,Sunny,38.84,155.82
111.31,31.9,37,0,1,Sunny,67.67,231.59
110.32,27.2,82,0,0,Rainy,17.33,118.57
90.73,20.4,69,0,6,Cloudy,24.74,140.89
102.35,21.9,29,1,0,Cloudy,57.97,236.58
99.99,25.8,74,0,3,Cloudy,33.06,138.78
110.08,33.2,32,0,0,Cloudy,52.25,188.03
96.48,22.0,22,1,3,Sunny,59.52,222.73
107.73,31.2,67,0,2,Cloudy,40.75,168.63
117.4,22.4,95,0,1,Cloudy,45.59,162.86
113.93,24.2,53,0,0,Cloudy,64.75,210.5
117.64,23.4,70,0,4,Cloudy,52.85,182.96
119.36,21.3,44,0,1,Cloudy,64.29,212.05
90.32,33.4,89,0,6,Rainy,0.0,80.0
108.68,29.3,91,0,3,Sunny,42.87,151.11
102.39,36.6,70,0,1,Cloudy,34.78,165.7
115.8,22.0,84,0,1,Cloudy,43.41,171.72
97.55,22.9,8,0,0,Rainy,17.74,158.71
119.43,26.1,38,0,4,Cloudy,69.78,231.85
108.41,35.3,9,0,2,Sunny,75.61,265.7
113.81,26.1,26,0,4,Sunny,69.98,238.75
92.57,28.2,24,0,5,Sunny,53.66,210.88
95.5,26.0,51,0,3,Sunny,45.66,167.87
112.75,21.6,81,0,5,Cloudy,57.07,189.31
90.66,38.8,38,0,6,Rainy,14.31,121.42
114.51,31.0,48,0,4,Cloudy,65.92,216.44
90.42,35.8,10,1,4,Sunny,62.96,244.69
109.71,33.2,60,1,3,Sunny,75.33,233.41
100.95,30.3,33,0,6,Cloudy,55.66,212.52
108.34,21.8,57,0,6,Cloudy,56.72,207.0
110.88,32.9,5,0,4,Rainy,42.08,191.17
100.27,23.1,63,0,2,Rainy,1.89,97.84
93.24,28.3,52,0,1,Rainy,3.15,94.7
92.09,32.6,11,0,2,Sunny,44.91,191.0
107.67,35.6,90,0,5,Cloudy,50.68,173.7
105.62,33.7,36,1,1,Sunny,86.28,278.01
112.27,33.4,82,0,1,Sunny,46.55,155.72
105.29,23.0,65,0,4,Sunny,48.56,196.3
102.67,26.9,61,0,1,Sunny,48.9,178.55
101.94,20.9,55,0,3,Sunny,43.33,177.16
90.79,34.4,92,1,2,Rainy,8.35,99.75
100.07,39.1,23,0,1,Sunny,50.48,202.08
119.28,25.3,31,0,4,Rainy,46.08,204.59
116.21,21.8,67,0,4,Rainy,28.59,155.01
99.88,29.5,64,0,4,Rainy,6.43,91.37
107.63,37.1,65,0,0,Rainy,17.32,119.17
115.42,31.0,65,0,2,Cloudy,53.47,212.35
103.24,20.9,91,0,4,Sunny,35.19,139.38
90.54,39.5,49,0,6,Cloudy,32.78,162.89
92.24,36.6,25,0,3,Rainy,7.43,134.97
105.31,22.6,48,0,4,Rainy,18.83,141.72
119.08,38.4,97,0,0,Rainy,21.06,91.88
110.8,29.0,5,0,2,Cloudy,66.41,244.71
92.13,27.4,99,1,1,Cloudy,26.18,146.62
95.68,29.2,95,0,2,Rainy,0.0,80.0
113.14,36.7,48,0,1,Rainy,42.76,169.63
115.24,33.2,66,1,6,Sunny,100.0,273.82
108.53,21.2,65,1,1,Cloudy,69.96,226.84
109.33,39.2,95,0,4,Rainy,14.57,109.13
90.85,23.0,83,0,5,Sunny,35.33,170.2
114.86,34.9,93,0,3,Rainy,9.89,93.98
113.65,32.7,83,0,3,Sunny,50.45,178.8
97.77,23.8,87,0,5,Sunny,42.17,145.05
111.26,23.4,54,0,4,Sunny,66.73,204.63
96.45,37.4,79,0,0,Cloudy,22.25,121.57
91.21,28.4,45,0,1,Sunny,30.02,160.09
96.03,33.1,37,0,5,Sunny,48.73,193.51
95.36,30.1,91,0,3,Rainy,2.33,84.12
100.13,34.5,16,0,2,Sunny,58.07,219.32
102.55,29.6,6,0,0,Sunny,66.57,241.61
105.26,25.7,25,0,4,Cloudy,47.71,196.02
104.3,27.3,18,1,0,Sunny,80.36,259.85
98.12,37.2,38,0,6,Rainy,24.06,137.38
90.88,29.4,83,0,6,Sunny,36.73,160.5
108.15,24.3,89,0,3,Cloudy,44.76,154.48
101.87,38.7,68,0,5,Cloudy,41.39,163.57
98.96,35.9,27,0,6,Rainy,30.13,175.26
116.01,21.1,89,0,6,Sunny,74.12,211.75
112.4,40.0,54,1,6,Sunny,96.82,289.29
115.73,33.9,18,1,4,Rainy,68.18,241.61
104.85,23.2,89,0,3,Cloudy,21.9,132.36
93.93,24.7,80,0,1,Cloudy,26.31,134.18
110.89,33.8,50,0,6,Sunny,69.48,224.84
96.18,35.6,9,0,6,Cloudy,50.92,210.84
103.24,24.8,70,0,6,Sunny,56.61,198.01
91.95,25.1,26,0,0,Sunny,36.89,180.29
114.76,26.1,74,0,5,Cloudy,67.06,183.13
93.78,32.0,6,0,1,Rainy,15.41,146.16
117.09,23.4,33,0,2,Sunny,76.31,248.43
115.93,22.1,65,0,1,Sunny,57.3,187.9
103.94,33.6,75,0,0,Sunny,42.71,160.35
112.33,35.6,20,0,2,Cloudy,62.6,224.57
108.58,30.0,68,0,3,Cloudy,48.64,191.31
114.09,27.3,18,1,5,Sunny,100.0,310.78
102.95,28.6,47,0,2,Rainy,17.24,135.17
113.57,27.8,80,0,0,Sunny,66.17,194.79
103.87,39.2,47,0,6,Sunny,60.91,205.66
118.23,35.4,74,0,4,Sunny,63.2,208.57
104.59,24.2,59,0,2,Sunny,43.51,179.09
103.88,27.7,80,0,3,Sunny,49.85,163.37
113.55,30.9,35,0,2,Sunny,78.2,259.46
114.65,32.3,80,0,5,Cloudy,70.61,205.22
106.63,29.4,78,0,1,Sunny,49.29,177.59
95.39,36.2,44,0,4,Sunny,41.79,200.1
104.03,35.4,31,0,0,Sunny,54.46,204.18
119.04,30.1,56,0,4,Sunny,75.61,234.44
112.59,37.1,11,0,1,Sunny,69.18,239.55
114.33,35.0,50,0,6,Sunny,75.08,236.54
90.98,35.6,37,0,4,Rainy,0.0,117.9
104.04,39.1,95,0,6,Cloudy,51.99,169.52
109.4,25.3,12,0,6,Cloudy,72.93,247.92
114.9,25.4,9,0,1,Rainy,42.76,206.3
91.48,37.8,65,0,5,Cloudy,34.16,143.88
115.57,35.4,76,0,2,Cloudy,55.05,186.76
106.45,38.5,64,1,0,Cloudy,66.74,217.31
95.92,21.3,89,0,1,Cloudy,11.58,99.44
99.52,32.6,28,1,6,Rainy,50.39,204.61
98.46,22.9,11,0,1,Sunny,55.51,207.99
105.93,30.1,65,0,2,Sunny,51.01,166.65
91.55,23.1,87,0,1,Sunny,25.55,123.88
94.76,22.6,99,0,0,Rainy,0.0,80.0
114.38,20.2,40,0,3,Sunny,69.7,236.96
93.98,32.6,31,0,4,Rainy,12.43,121.19
97.0,27.2,33,0,5,Sunny,65.45,227.52
103.6,22.1,91,0,5,Sunny,57.54,187.55
105.51,26.5,24,0,1,Sunny,58.43,221.05
112.91,23.4,74,0,4,Cloudy,50.73,181.37
103.42,38.8,80,0,5,Cloudy,52.15,161.57
113.7,26.4,80,1,4,Sunny,73.97,227.2
108.55,26.7,7,0,5,Cloudy,76.38,258.33
93.39,36.8,43,0,3,Sunny,45.01,188.89
94.69,33.0,87,0,1,Cloudy,17.92,124.85
103.11,34.2,49,1,6,Cloudy,74.53,242.58
101.91,32.7,72,0,0,Rainy,13.57,110.66
112.31,38.9,35,1,1,Rainy,50.61,209.64
107.42,24.1,42,0,4,Sunny,50.05,194.27
101.64,39.8,10,1,2,Sunny,75.57,269.49
95.12,36.6,12,0,3,Rainy,19.76,158.81
96.81,31.8,32,0,0,Sunny,48.21,194.37
107.27,33.2,19,0,0,Sunny,65.54,237.46
102.7,33.0,99,0,4,Sunny,39.66,145.14
105.45,21.2,12,0,0,Sunny,65.41,225.13
95.12,24.4,58,0,4,Cloudy,24.17,130.25
109.89,39.2,10,0,0,Sunny,76.01,238.13
115.58,30.7,33,0,0,Rainy,36.55,187.6
97.74,27.6,38,0,5,Cloudy,52.66,211.07
104.75,35.2,11,0,5,Cloudy,64.84,244.5
119.27,30.5,44,0,4,Sunny,70.43,228.04
100.0,20.3,78,0,3,Sunny,32.27,151.89
107.85,34.7,17,0,0,Cloudy,56.55,225.47
92.71,34.6,66,0,1,Cloudy,16.02,109.2
108.18,23.3,90,0,2,Cloudy,32.17,131.62
92.69,39.1,89,0,5,Sunny,36.57,150.62
118.78,24.5,69,0,6,Cloudy,72.1,216.38
111.47,29.2,45,0,4,Cloudy,45.95,179.55
113.64,22.3,46,0,0,Cloudy,44.06,187.89
111.12,32.1,70,0,5,Cloudy,62.68,196.21
107.69,27.5,97,0,3,Rainy,8.13,110.99
103.5,27.1,15,1,5,Cloudy,78.89,282.26
115.75,36.5,54,0,1,Sunny,69.61,221.59
118.71,20.2,75,0,4,Cloudy,57.73,201.41
104.97,36.0,39,1,1,Cloudy,64.25,232.63
117.95,31.4,98,0,5,Sunny,82.32,220.84
107.5,39.7,84,0,2,Sunny,52.4,193.14
106.15,31.8,83,1,3,Cloudy,52.33,190.82
103.63,21.1,24,0,4,Cloudy,46.35,189.27
96.28,21.0,32,0,4,Rainy,2.53,117.23
90.11,37.7,41,0,0,Rainy,3.99,125.1
97.25,36.8,7,0,1,Sunny,55.0,220.52
105.29,26.9,97,1,4,Cloudy,52.95,183.49
101.4,32.4,63,0,1,Cloudy,22.53,131.65
103.45,29.8,77,0,2,Sunny,45.97,172.06
119.42,39.3,31,0,0,Sunny,77.28,240.78
100.51,39.0,36,0,6,Sunny,67.88,222.83
103.57,39.7,52,1,2,Sunny,72.35,236.5
94.01,37.3,50,0,0,Rainy,0.9,102.97
91.44,38.2,99,0,0,Sunny,13.97,109.55
113.26,24.3,51,0,1,Sunny,66.59,218.18
107.12,36.6,94,0,6,Sunny,53.3,180.56
112.82,34.2,44,0,6,Cloudy,76.28,236.79
94.5,39.3,7,0,5,Sunny,61.04,236.07
107.15,31.4,79,0,0,Sunny,47.15,179.95
97.61,21.7,33,0,2,Sunny,42.78,184.59
96.84,31.9,95,1,5,Sunny,62.56,202.91
90.35,33.7,62,0,2,Sunny,21.76,128.48
93.91,24.4,54,0,6,Cloudy,35.62,166.81
99.28,27.9,14,0,5,Sunny,81.19,241.73
93.51,32.0,65,0,2,Sunny,34.98,142.46
119.58,27.5,65,0,1,Sunny,71.71,226.16
99.26,27.5,27,0,1,Rainy,18.36,131.46
93.91,22.7,10,1,3,Sunny,69.39,251.0
95.97,38.8,79,0,6,Rainy,9.81,114.39
107.63,35.0,64,0,6,Rainy,36.03,164.77
91.92,20.0,31,1,4,Sunny,54.45,236.66
115.87,35.3,59,0,3,Cloudy,64.09,211.46
118.84,34.8,35,0,3,Cloudy,68.37,229.9
97.4,20.2,34,0,0,Cloudy,39.91,179.92
103.5,27.4,71,1,6,Cloudy,76.82,230.38
90.66,32.1,17,0,0,Cloudy,33.35,174.83
109.22,29.1,63,0,3,Sunny,50.88,175.0
102.42,35.6,58,0,4,Cloudy,42.32,181.57
98.1,28.5,25,0,3,Cloudy,48.13,205.05
96.21,23.1,47,0,1,Sunny,30.48,147.07
109.62,39.5,15,0,2,Rainy,34.42,174.14
102.49,24.8,71,1,3,Sunny,63.89,217.62
95.39,34.4,42,0,0,Rainy,4.16,113.66
110.67,22.9,99,0,4,Cloudy,30.08,121.25
106.95,26.6,28,1,0,Cloudy,67.61,243.23
115.76,28.8,55,0,6,Rainy,37.89,170.28
93.52,23.8,80,0,1,Rainy,0.0,89.8
113.57,29.0,65,0,6,Sunny,82.72,254.88
110.21,23.1,50,0,5,Cloudy,72.11,231.79
93.45,31.2,47,0,0,Sunny,35.93,156.24
110.84,33.3,31,0,6,Sunny,83.33,250.97
103.25,21.2,89,0,5,Rainy,23.52,132.88
118.35,37.4,93,0,0,Sunny,58.46,196.62
94.25,23.7,34,0,4,Sunny,36.43,173.29
109.29,24.5,98,0,6,Cloudy,46.67,163.07
101.46,33.2,67,0,5,Sunny,57.97,196.58
118.7,29.4,14,0,4,Sunny,80.29,260.13
99.9,30.0,7,0,0,Cloudy,50.12,199.78
118.87,22.6,81,0,0,Cloudy,47.22,173.32
117.04,36.1,64,0,3,Sunny,65.15,224.53
98.11,32.3,31,0,1,Cloudy,39.89,182.67
114.11,22.7,86,0,5,Rainy,36.02,144.42
119.87,27.5,49,0,3,Rainy,36.43,162.61
97.58,36.2,66,0,4,Cloudy,30.25,150.42
103.1,31.4,28,0,3,Sunny,57.57,223.83
105.61,22.2,50,0,3,Sunny,42.96,181.6
98.85,27.5,82,1,5,Rainy,35.95,143.75
90.46,24.9,48,0,0,Sunny,29.18,167.46
96.6,30.3,67,0,0,Rainy,0.0,98.17
98.46,36.9,8,0,5,Sunny,66.14,238.61
103.31,28.7,20,0,1,Rainy,18.95,144.86
95.13,28.7,55,0,2,Sunny,37.23,160.94
116.2,38.1,78,0,2,Sunny,63.63,207.43
111.15,31.5,95,0,5,Cloudy,53.99,158.87
92.56,31.3,52,0,5,Rainy,17.98,135.48
109.5,25.2,69,0,3,Cloudy,46.46,176.37
109.61,32.2,73,1,1,Sunny,62.48,213.1
118.69,31.5,81,0,1,Rainy,24.15,118.66
90.09,27.9,49,0,4,Cloudy,26.38,134.35
97.44,39.8,7,0,0,Sunny,47.71,225.33
117.83,37.6,21,1,6,Sunny,100.0,305.56
117.96,35.0,87,0,5,Cloudy,75.0,231.99
111.62,30.7,41,0,6,Sunny,81.61,258.62
112.97,29.2,9,0,5,Rainy,53.34,217.42
92.74,23.7,51,0,5,Sunny,44.57,181.59
105.42,26.1,48,0,5,Cloudy,61.87,221.01
